Family_ID,POS,Word/Collocations,Strict_Synonyms,Meaning_VN,,
390,phrase,volume of trade,quantity of commerce,khối lượng giao dịch,,
390,phrase,large volume,large quantity,khối lượng lớn,,
390,phrase,volume control,,điều khiển âm lượng,,
391,n,capacity,capability,năng lực/sức chứa,,
391,adj,capacious,,rộng lớn/có sức chứa lớn,,
391,phrase,storage capacity,storage capability,khả năng lưu trữ,,
391,phrase,mental capacity,mental capability,năng lực trí tuệ,,
391,phrase,full capacity,maximum capability,hết công suất/sức chứa tối đa,,
392,n,quantity,amount,số lượng,,
392,adj,quantitative,,thuộc về định lượng,,
392,phrase,large quantity,large amount,số lượng lớn,,
392,phrase,negligible quantity,insignificant amount,số lượng không đáng kể,,
392,phrase,quantitative analysis,,phân tích định lượng,,
393,n,proportion,ratio,tỷ lệ/phần,,
393,phrase,high proportion,high ratio,tỷ lệ cao,,
393,phrase,out of proportion,,mất cân đối,,
393,phrase,in proportion to,relative to,tỷ lệ thuận với,,
394,n,ratio,proportion,tỷ số,,
394,phrase,cost-benefit ratio,cost-benefit proportion,tỷ lệ chi phí - lợi ích,,
394,phrase,sex ratio,sex proportion,tỷ lệ giới tính,,
394,phrase,high ratio,high proportion,tỷ số cao,,
395,n,dimension,facet,chiều/khía cạnh,,
395,adj,dimensional,,thuộc về chiều (không gian),,
395,phrase,fourth dimension,,chiều thứ tư,,
395,phrase,political dimension,political facet,khía cạnh chính trị,,
395,phrase,added dimension,new facet,khía cạnh bổ sung,,
396,n,sequence,succession,trình tự/chuỗi,,
396,adj,sequential,consecutive,liên tiếp/theo trình tự,,
396,adv,sequentially,consecutively,một cách liên tiếp,,
396,phrase,chronological sequence,time order,trình tự thời gian,,
396,phrase,gene sequence,,trình tự gen,,
396,phrase,logical sequence,rational order,trình tự logic,,
397,adj,successive,consecutive,kế tiếp/liên tục,,
397,adv,successively,consecutively,một cách liên tục,,
397,phrase,successive generations,consecutive cohorts,các thế hệ kế tiếp,,
397,phrase,successive failures,consecutive breakdowns,những thất bại liên tiếp,,
397,phrase,win successively,,chiến thắng liên tục,,
398,n,series,sequence,loạt/chuỗi,,
398,phrase,series of events,sequence of incidents,loạt các sự kiện,,
398,phrase,time series,,chuỗi thời gian (thống kê),,
398,phrase,television series,TV show,phim truyền hình dài tập,,
399,n,order,sequence/command,thứ tự/mệnh lệnh,,
399,v,order,command,ra lệnh/đặt hàng,,
399,phrase,alphabetical order,,thứ tự bảng chữ cái,,
399,phrase,law and order,,kỷ cương và luật pháp,,
399,phrase,in order of priority,,theo thứ tự ưu tiên,,
400,n,rank,position,cấp bậc/hạng,,
400,v,rank,classify,xếp hạng,,
400,phrase,high rank,top position,cấp bậc cao,,
400,phrase,social rank,social status,địa vị xã hội,,
400,phrase,rank among,classify with,xếp hàng đầu trong số,,
401,n,grade,level/rank,điểm số/cấp bậc/loại,,
401,v,grade,mark/sort,chấm điểm/phân loại,,
401,phrase,passing grade,passing mark,điểm đạt,,
401,phrase,make the grade,,đạt chuẩn/đạt yêu cầu,,
401,phrase,industrial grade,,loại dùng trong công nghiệp,,
402,n,level,degree/tier,mức độ/cấp độ,,
402,phrase,entry level,beginning tier,mức độ cơ bản/mới bắt đầu,,
402,phrase,sea level,,mực nước biển,,
402,phrase,high level,advanced degree,cấp độ cao,,
403,n,phase,stage,giai đoạn (biến đổi),,
403,v,phase,schedule,thực hiện theo từng giai đoạn,,
403,phrase,initial phase,beginning stage,giai đoạn đầu,,
403,phrase,critical phase,crucial stage,giai đoạn quan trọng,,
403,phrase,phase out,discontinue gradually,ngưng sử dụng dần dần,,
404,n,stage,phase/platform,giai đoạn/sân khấu,,
404,phrase,early stages,initial phases,những giai đoạn đầu,,
404,phrase,on stage,on platform,trên sân khấu,,
404,phrase,stage a protest,organize a rally,tổ chức cuộc biểu tình,,
405,n,period,era/interval,thời kỳ/giai đoạn,,
405,adj,periodic,recurrent,định kỳ,,
405,phrase,transitional period,changing era,thời kỳ chuyển tiếp,,
405,phrase,short period of time,brief interval,khoảng thời gian ngắn,,
405,phrase,periodical publication,recurrent magazine,ấn phẩm định kỳ,,
406,n,cycle,loop,chu kỳ/vòng đời,,
406,adj,cyclic,recurrent,có tính chu kỳ,,
406,phrase,economic cycle,business loop,chu kỳ kinh tế,,
406,phrase,life cycle,,vòng đời,,
406,phrase,water cycle,,chu kỳ nước,,
407,n,interval,gap,khoảng thời gian/khoảng cách,,
407,phrase,regular intervals,consistent gaps,các khoảng thời gian đều đặn,,
407,phrase,at short intervals,with brief gaps,trong những khoảng thời gian ngắn,,
407,phrase,confidence interval,,khoảng tin cậy (thống kê),,
408,n,duration,length,thời lượng/khoảng thời gian tồn tại,,
408,phrase,short duration,brief length,thời lượng ngắn,,
408,phrase,for the duration of,,trong suốt khoảng thời gian của,,
408,phrase,long duration,extended length,thời lượng dài,,
409,n,span,extent/duration,khoảng thời gian/nhịp cầu,,
409,v,span,extend across,kéo dài qua,,
409,phrase,life span,longevity,tuổi thọ,,
410,n,extension,expansion,sự mở rộng/gia hạn,,
410,v,extend,expand,mở rộng/gia hạn,,
410,phrase,deadline extension,deadline delay,gia hạn hạn chót,,
410,phrase,extension of knowledge,expansion of understanding,mở rộng kiến thức,,
410,phrase,phone extension,,số máy lẻ,,
411,n,range,scope/extent,phạm vi/dãy/loại,,
411,v,range,vary,biến thiên/trải dài,,
411,phrase,wide range,broad variety,phạm vi rộng/nhiều loại,,
411,phrase,range from... to,vary between,trải dài từ... đến,,
411,phrase,mountain range,,dãy núi,,
412,n,scope,extent/range,phạm vi/tầm (công việc/nghiên cứu),,
412,phrase,scope of work,,phạm vi công việc,,
412,phrase,within the scope of,within the range of,trong phạm vi của,,
412,phrase,beyond the scope,outside the extent,nằm ngoài phạm vi,,
413,n,limit,boundary/restriction,giới hạn,,
413,v,limit,restrict,hạn chế,,
413,adj,limited,restricted,bị hạn chế,,
413,phrase,time limit,deadline,giới hạn thời gian,,
413,phrase,age limit,,giới hạn độ tuổi,,
413,phrase,without limit,unrestricted,không giới hạn,,
414,n,boundary,border/limit,ranh giới/biên giới,,
414,phrase,geographical boundary,geographical border,ranh giới địa lý,,
414,phrase,cross boundaries,,vượt qua các ranh giới,,
414,phrase,set boundaries,establish limits,thiết lập ranh giới,,
415,n,margin,edge/border,lề/biên độ/lợi nhuận,,
415,adj,marginal,slight,ngoài lề/không đáng kể,,
415,phrase,profit margin,,biên độ lợi nhuận,,
415,phrase,safety margin,buffer,biên độ an toàn,,
415,phrase,marginal change,slight alteration,thay đổi nhỏ/không đáng kể,,
416,n,threshold,entrance/limit,ngưỡng/điểm bắt đầu,,
416,phrase,pain threshold,,ngưỡng chịu đau,,
416,phrase,tax threshold,,ngưỡng đóng thuế,,
416,phrase,on the threshold of,at the beginning of,trên ngưỡng cửa của/chuẩn bị bước vào,,
417,n,parameter,criterion/limit,thông số/giới hạn (toán/kỹ thuật),,
417,phrase,set parameters,establish criteria,thiết lập các thông số,,
417,phrase,within parameters,within limits,trong phạm vi thông số cho phép,,
417,phrase,key parameters,main criteria,các thông số chính,,
418,n,extent,degree/range,mức độ/quy mô,,
418,v,extend,expand,mở rộng,,
418,phrase,to a certain extent,to some degree,ở một mức độ nào đó,,
418,phrase,full extent,complete range,toàn bộ quy mô/mức độ,,
418,phrase,to what extent,,đến mức độ nào,,
419,n,degree,level/extent,mức độ/bằng cấp,,
419,phrase,degree of certainty,level of confidence,mức độ chắc chắn,,
419,phrase,academic degree,,bằng cấp học thuật,,
419,phrase,to a high degree,to a great extent,ở một mức độ cao,,
420,n,scale,proportion/size,quy mô/tỉ lệ/thang đo,,
420,v,scale,climb/adjust,leo lên/điều chỉnh quy mô,,
420,phrase,large scale,broad size,quy mô lớn,,
420,phrase,on a scale of 1 to 10,,theo thang điểm từ 1 đến 10,,
420,phrase,global scale,worldwide proportion,quy mô toàn cầu,,
421,n,area,region/field,khu vực/lĩnh vực,,
421,phrase,metropolitan area,city region,khu vực đô thị,,
421,phrase,area of expertise,field of knowledge,lĩnh vực chuyên môn,,
421,phrase,rural area,countryside region,khu vực nông thôn,,
422,n,region,area/district,vùng/miền,,
422,adj,regional,local,thuộc về vùng/miền,,
422,phrase,coastal region,seaside area,vùng ven biển,,
422,phrase,tropical region,,vùng nhiệt đới,,
422,phrase,regional development,local growth,phát triển vùng,,
423,n,zone,area/sector,đới/khu vực (có đặc điểm riêng),,
423,phrase,time zone,,múi giờ,,
423,phrase,buffer zone,neutral area,khu vực đệm,,
423,phrase,danger zone,hazard sector,khu vực nguy hiểm,,
424,n,territory,region/domain,lãnh thổ/địa bàn,,
424,adj,territorial,,thuộc về lãnh thổ,,
424,phrase,disputed territory,contested region,lãnh thổ tranh chấp,,
424,phrase,sales territory,sales domain,địa bàn bán hàng,,
424,phrase,territorial waters,,vùng hải phận,,
426,adj,direct,straightforward,trực tiếp,,
426,adv,directly,straight,một cách trực tiếp,,
426,phrase,direct correlation,straight relationship,tương quan trực tiếp,,
426,phrase,direct impact,straight influence,tác động trực tiếp,,
426,phrase,directly proportional,proportionally straight,tỷ lệ thuận trực tiếp,,
427,adj,indirect,,gián tiếp,,
427,adv,indirectly,,một cách gián tiếp,,
427,phrase,indirect evidence,circumstantial proof,bằng chứng gián tiếp,,
427,phrase,indirect consequence,secondary result,hệ quả gián tiếp,,
427,phrase,indirectly affected,,bị ảnh hưởng gián tiếp,,
428,adj,linear,,tuyến tính,,
428,phrase,linear relationship,,mối quan hệ tuyến tính,,
428,phrase,linear model,,mô hình tuyến tính,,
428,phrase,linear progression,,sự tiến triển tuyến tính,,
429,adj,parallel,,song song/tương đồng,,
429,v,parallel,correspond to,tương ứng với/song song với,,
429,phrase,parallel development,,sự phát triển song song,,
429,phrase,draw a parallel,make a comparison,vạch ra sự tương đồng,,
429,phrase,in parallel with,alongside,song song với,,
430,adj,reciprocal,mutual,lẫn nhau/có đi có lại,,
430,adv,reciprocally,mutually,một cách lẫn nhau,,
430,phrase,reciprocal arrangement,mutual agreement,thỏa thuận đôi bên,,
430,phrase,reciprocal relationship,mutual link,mối quan hệ tương hỗ,,
430,phrase,reciprocally beneficial,mutually helpful,có lợi lẫn nhau,,
431,adj,mutual,reciprocal,chung/lẫn nhau,,
431,adv,mutually,reciprocally,lẫn nhau,,
431,phrase,mutual respect,reciprocal honor,sự tôn trọng lẫn nhau,,
431,phrase,mutual fund,,quỹ tương hỗ,,
431,phrase,mutually exclusive,reciprocally distinct,loại trừ lẫn nhau,,
432,n,contrast,difference,sự tương phản,,
432,v,contrast,differentiate,làm tương phản/đối chiếu,,
432,phrase,in sharp contrast,in clear difference,tương phản rõ rệt,,
432,phrase,contrast with,differ from,đối chiếu với,,
432,phrase,stark contrast,sharp difference,sự tương phản hoàn toàn,,
433,n,comparison,analogy,sự so sánh,,
433,v,compare,,so sánh,,
433,adj,comparative,relative,so sánh/tương đối,,
433,phrase,make a comparison,draw an analogy,thực hiện so sánh,,
433,phrase,comparative study,relative research,nghiên cứu so sánh,,
433,phrase,by comparison,in contrast,bằng cách so sánh/(nếu) so sánh ra,,
434,n,analogy,comparison,phép loại suy/sự tương tự,,
434,adj,analogous,similar,tương tự,,
434,phrase,draw an analogy,make a comparison,đưa ra phép so sánh tương tự,,
434,phrase,analogous situation,similar case,tình huống tương tự,,
434,phrase,by analogy,,bằng cách suy diễn tương tự,,
435,n,inverse,,nghịch đảo/điều trái ngược,,
435,adj,inverse,,ngược lại/nghịch,,
435,phrase,inverse relationship,,mối quan hệ nghịch biến,,
435,phrase,inverse proportion,,tỷ lệ nghịch,,
435,phrase,in inverse order,in reverse sequence,theo thứ tự ngược lại,,
436,n,paradox,contradiction,nghịch lý,,
436,adj,paradoxical,seemingly contradictory,mang tính nghịch lý,,
436,adv,paradoxically,,một cách nghịch lý,,
436,phrase,apparent paradox,seeming contradiction,nghịch lý rõ ràng,,
436,phrase,paradoxical result,seemingly contradictory outcome,kết quả nghịch lý,,
437,n,anomaly,irregularity,sự bất thường,,
437,adj,anomalous,irregular,bất thường,,
437,phrase,statistical anomaly,data irregularity,bất thường thống kê,,
437,phrase,detect an anomaly,find an irregularity,phát hiện sự bất thường,,
437,phrase,anomalous behavior,irregular conduct,hành vi bất thường,,
438,n,inconsistency,discrepancy,sự mâu thuẫn/không nhất quán,,
438,adj,inconsistent,conflicting,không nhất quán,,
438,phrase,glaring inconsistency,obvious discrepancy,sự mâu thuẫn rõ rành rành,,
